yr,mfr,mfr name,bidx,vid,cfg,carline,car/truck,cid,police,rhp,ec1,ec2,ec3,ec4,ec5,evc,trns,drv,od,etw,cmp,axle,n/v,a/c,dhp,sil,prc,prp,tnum,fuel,C/H,avcd,wt,hc,co,co2,nox,pm,mpg,target-a,target-b,target-c,set-a,set-b,set-c,engine code,eng family,vpc,cstdwn
2009,40,GENERAL MOTORS,841,48XECP5132,53,K15 SILVERADO 4WD,T,293,N,270,,,,,,102,L4,4,2,5500,9.5,3.42,26,N,,1,31,32,1087405,61,C,,,0.061,0.82,513,0.04,,17.2,31.51,0.8337,0.03499,15.28,0.9948,0.02117,2,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,842,62XEKS7281,10,C15 SIERRA 2WD,T,380,N,400,,,,,,102,L6,R,2,5500,10.5,3.42,24.9,N,,1,3,32,1087420,61,H,,,0.016,0.71,346,,,26.1,32.7,1.0337,0.02688,14.77,1.0283,0.01731,3,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,842,62XEKS7281,10,C15 SIERRA 2WD,T,380,N,400,,,,,,102,L6,R,2,5500,10.5,3.42,24.9,N,,1,31,32,1087419,61,C,,,0.093,1.58,597,0.02,,15.4,32.7,1.0337,0.02688,14.77,1.0283,0.01731,3,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,842,62XEKS7281,11,C1500 YUKON 2WD,T,380,N,400,,,,,,102,L6,R,2,6000,10.5,3.42,24.9,N,,1,3,32,1087422,61,H,,,0.016,0.71,346,,,26.6,32.18,1.0384,0.02106,14.77,1.0283,0.01731,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,842,62XEKS7281,11,C1500 YUKON 2WD,T,380,N,400,,,,,,102,L6,R,2,6000,10.5,3.42,24.9,N,,1,31,32,1087421,61,C,,,0.093,1.58,597,0.02,,15,32.18,1.0384,0.02106,14.77,1.0283,0.01731,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,843,62XECP9062,1,C15 SIERRA 2WD,T,380,N,403,,,,,,102,L6,R,2,5500,9.7,3.42,24.9,N,,1,3,32,1087414,38,H,,,0.03,0.66,335,,,19.1,32.7,1.0337,0.02688,7.99,0.7097,0.02637,3,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,843,62XECP9062,1,C15 SIERRA 2WD,T,380,N,403,,,,,,102,L6,R,2,5500,9.7,3.42,24.9,N,,1,31,32,1087413,38,C,,,0.027,0.93,551,0,,11.9,32.7,1.0337,0.02688,7.99,0.7097,0.02637,3,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,843,62XECP9062,2,C1500 YUKON 2WD,T,380,N,403,,,,,,102,L6,R,2,6000,9.7,3.42,24.9,N,,1,3,32,1087416,38,H,,,0.03,0.66,335,,,19.5,32.18,1.0384,0.02106,7.99,0.7097,0.02637,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,843,62XECP9062,2,C1500 YUKON 2WD,T,380,N,403,,,,,,102,L6,R,2,6000,9.7,3.42,24.9,N,,1,31,32,1087415,38,C,,,0.027,0.93,551,0,,11.7,32.18,1.0384,0.02106,7.99,0.7097,0.02637,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,844,62XEKS7281,9,ESCALADE AWD,T,380,N,400,,,,,,102,L6,4,2,6000,10.5,3.42,24.7,N,,1,3,32,1087418,61,H,,,0.016,0.71,346,,,25.6,36.86,1.004,0.02595,14.77,1.0283,0.01731,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,844,62XEKS7281,9,ESCALADE AWD,T,380,N,400,,,,,,102,L6,4,2,6000,10.5,3.42,24.7,N,,1,31,32,1087417,61,C,,,0.093,1.58,597,0.02,,14.8,36.86,1.004,0.02595,14.77,1.0283,0.01731,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,845,62XECP9062,0,K1500 YUKON DENALI AWD,T,380,N,403,,,,,,102,L6,4,2,6000,9.7,3.42,24.9,N,,1,3,31,1086309,38,H,,,0.03,0.66,335,,,18.8,35.17,0.9971,0.02603,7.99,0.7097,0.02637,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,845,62XECP9062,0,K1500 YUKON DENALI AWD,T,380,N,403,,,,,,102,L6,4,2,6000,9.7,3.42,24.9,N,,1,31,31,1086308,38,C,,,0.027,0.93,551,0,,11.5,35.17,0.9971,0.02603,7.99,0.7097,0.02637,2,9GMXT06.2375,8,0
2009,40,GENERAL MOTORS,846,53XECP9013,9,C15 SILVERADO 2WD,T,325,N,320,,,,,,102,L6,R,2,5000,9.9,3.42,26,N,,1,3,32,1087325,61,H,,,0.026,0.33,325,,,27.8,28.46,0.9584,0.02787,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,846,53XECP9013,9,C15 SILVERADO 2WD,T,325,N,320,,,,,,102,L6,R,2,5000,9.9,3.42,26,N,,1,31,32,1087324,61,C,,,0.023,0.52,523,0,,18,28.46,0.9584,0.02787,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,846,53XECP9013,10,C15 SILVERADO 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.42,26,N,,1,3,32,1087327,61,H,,,0.026,0.33,325,,,27.3,31.3,0.9637,0.02781,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,846,53XECP9013,10,C15 SILVERADO 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.42,26,N,,1,31,32,1087326,61,C,,,0.023,0.52,523,0,,16.9,31.3,0.9637,0.02781,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,846,53XECP9013,11,C1500 SUBURBAN 2WD,T,325,N,320,,,,,,102,L6,R,2,6000,9.9,3.42,24.9,N,,1,3,32,1087329,61,H,,,0.026,0.33,325,,,27.1,34.11,1.0471,0.0239,27.59,0.1591,0.02912,7,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,846,53XECP9013,11,C1500 SUBURBAN 2WD,T,325,N,320,,,,,,102,L6,R,2,6000,9.9,3.42,24.9,N,,1,31,32,1087328,61,C,,,0.023,0.52,523,0,,16.8,34.11,1.0471,0.0239,27.59,0.1591,0.02912,7,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,847,53XECP9013,6,K15 SILVERADO 4WD,T,325,N,320,,,,,,102,L6,4,2,5250,9.9,3.42,24.9,N,,1,3,32,1087319,61,H,,,0.026,0.33,325,,,27.3,41.41,0.5408,0.03363,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,847,53XECP9013,6,K15 SILVERADO 4WD,T,325,N,320,,,,,,102,L6,4,2,5250,9.9,3.42,24.9,N,,1,31,32,1087318,61,C,,,0.023,0.52,523,0,,16.9,41.41,0.5408,0.03363,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,847,53XECP9013,7,K15 SILVERADO 4WD,T,325,N,320,,,,,,102,L6,4,2,5500,9.9,3.42,25.2,N,,1,3,32,1087321,61,H,,,0.026,0.33,325,,,27.3,45.44,0.5702,0.0332,27.59,0.1591,0.02912,10,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,847,53XECP9013,7,K15 SILVERADO 4WD,T,325,N,320,,,,,,102,L6,4,2,5500,9.9,3.42,25.2,N,,1,31,32,1087320,61,C,,,0.023,0.52,523,0,,16.9,45.44,0.5702,0.0332,27.59,0.1591,0.02912,10,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,847,53XECP9013,8,K15 SILVERADO 4WD,T,325,N,320,,,,,,102,L6,4,2,6000,9.9,3.42,25.2,N,,1,3,32,1087323,61,H,,,0.026,0.33,325,,,26.3,44.17,0.5459,0.03343,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,847,53XECP9013,8,K15 SILVERADO 4WD,T,325,N,320,,,,,,102,L6,4,2,6000,9.9,3.42,25.2,N,,1,31,32,1087322,61,C,,,0.023,0.52,523,0,,16.6,44.17,0.5459,0.03343,27.59,0.1591,0.02912,9,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,848,53C7K16856,3,C15 SILVERADO 2WD,T,325,N,310,,,,,,102,L4,R,2,5500,9.9,3.42,27.2,N,,1,3,32,1087509,61,H,,,0.01,0.35,339,,,27.1,28.94,0.8008,0.0322,-8.32,0.8423,0.02909,6,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,848,53C7K16856,3,C15 SILVERADO 2WD,T,325,N,310,,,,,,102,L4,R,2,5500,9.9,3.42,27.2,N,,1,31,32,1087508,61,C,,,0.042,0.77,504,0.03,,17.9,28.94,0.8008,0.0322,-8.32,0.8423,0.02909,6,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,848,53XESU9509,2,ENVOY 2WD,T,325,N,300,,,,,,102,L4,R,2,5000,9.9,3.42,28,N,,1,3,32,1086332,61,H,,,0.065,1.25,293,,,29.3,32.61,0.868,0.02174,9.82,0.3951,0.02411,1,9GMXT06.0387,8,0
2009,40,GENERAL MOTORS,848,53XESU9509,2,ENVOY 2WD,T,325,N,300,,,,,,102,L4,R,2,5000,9.9,3.42,28,N,,1,31,32,1086331,61,C,,,0.056,1.55,464,0.01,,18.4,32.61,0.868,0.02174,9.82,0.3951,0.02411,1,9GMXT06.0387,8,0
2009,40,GENERAL MOTORS,848,53XESU9509,0,TRAILBLAZER 2WD,T,325,N,300,,,,,,102,L4,R,2,4750,9.9,3.42,28,N,,1,3,31,1086252,61,H,,,0.065,1.25,293,,,30.1,28.83,0.8828,0.02183,9.82,0.3951,0.02411,1,9GMXT06.0387,8,0
2009,40,GENERAL MOTORS,848,53XESU9509,0,TRAILBLAZER 2WD,T,325,N,300,,,,,,102,L4,R,2,4750,9.9,3.42,28,N,,1,31,31,1086251,61,C,,,0.056,1.55,464,0.01,,19,28.83,0.8828,0.02183,9.82,0.3951,0.02411,1,9GMXT06.0387,8,0
2009,40,GENERAL MOTORS,849,53XESU9509,1,ENVOY 4WD,T,325,N,300,,,,,,102,L4,4,2,5250,9.9,3.42,28,N,,1,3,32,1087644,61,H,,,0.065,1.25,293,,,27.9,45.13,0.6682,0.0241,9.82,0.3951,0.02411,1,9GMXT06.0387,8,0
2009,40,GENERAL MOTORS,849,53XESU9509,1,ENVOY 4WD,T,325,N,300,,,,,,102,L4,4,2,5250,9.9,3.42,28,N,,1,31,32,1087643,61,C,,,0.056,1.55,464,0.01,,17.6,45.13,0.6682,0.0241,9.82,0.3951,0.02411,1,9GMXT06.0387,8,0
2009,40,GENERAL MOTORS,849,53C7K16856,2,K15 SILVERADO 4WD,T,325,N,310,,,,,,102,L4,4,2,6000,9.9,3.73,28.4,N,,1,3,32,1087506,61,H,,,0.011,0.44,358,,,24.4,32.51,0.8356,0.03618,2.03,1.3643,0.02236,6,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,849,53C7K16856,2,K15 SILVERADO 4WD,T,325,N,310,,,,,,102,L4,4,2,6000,9.9,3.73,28.4,N,,1,31,32,1087507,61,C,,,0.04,0.8,536,0.03,,15.9,32.51,0.8356,0.03618,2.03,1.3643,0.02236,6,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,849,53XECR7162,76,K15 SILVERADO 4WD,T,325,N,310,,,,,,102,L4,4,2,5500,9.9,3.73,28.7,N,,1,3,32,1087561,61,H,,,0.019,0.53,315,,,27,28.6,0.8702,0.03449,5.28,0.2606,0.02935,6,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,849,53XECR7162,76,K15 SILVERADO 4WD,T,325,N,310,,,,,,102,L4,4,2,5500,9.9,3.73,28.7,N,,1,31,32,1087560,61,C,,,0.046,0.85,498,0.02,,18,28.6,0.8702,0.03449,5.28,0.2606,0.02935,6,9GMXT05.3384,8,0
2009,40,GENERAL MOTORS,850,60XEKS9015,3,C15 SILVERADO 2WD,T,364,N,366,,,,,,102,L6,R,2,5500,9.7,3.42,24.9,N,,1,3,32,1087526,61,H,,,0.007,0.15,328,,,27.4,32.3,1.032,0.02685,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,850,60XEKS9015,3,C15 SILVERADO 2WD,T,364,N,366,,,,,,102,L6,R,2,5500,9.7,3.42,24.9,N,,1,31,32,1087525,61,C,,,0.024,0.52,528,0,,17.3,32.3,1.032,0.02685,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,850,60XEKS9015,0,C1500 SUBURBAN 2WD,T,364,N,366,,,,,,102,L6,R,2,6000,9.7,3.42,24.9,N,,1,3,31,1085783,61,H,,,0.007,0.13,320,,,27.7,33.8,1.0457,0.0239,7.26,0.5449,0.02557,1,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,850,60XEKS9015,0,C1500 SUBURBAN 2WD,T,364,N,366,,,,,,102,L6,R,2,6000,9.7,3.42,24.9,N,,1,3,31,1085831,61,H,,,0.007,0.15,328,,,27,33.8,1.0457,0.0239,7.26,0.5449,0.02557,1,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,850,60XEKS9015,0,C1500 SUBURBAN 2WD,T,364,N,366,,,,,,102,L6,R,2,6000,9.7,3.42,24.9,N,,1,31,31,1085782,61,C,,,0.024,0.52,528,0,,16.8,33.8,1.0457,0.0239,7.26,0.5449,0.02557,1,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,851,60XEKS9015,1,K15 SILVERADO 4WD,T,364,N,366,,,,,,102,L6,4,2,5500,9.7,3.42,24.9,N,,1,3,32,1087538,61,H,,,0.007,0.13,320,,,27.7,43.4,0.6144,0.03243,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,851,60XEKS9015,1,K15 SILVERADO 4WD,T,364,N,366,,,,,,102,L6,4,2,5500,9.7,3.42,24.9,N,,1,3,32,1087539,61,H,,,0.007,0.15,328,,,27,43.4,0.6144,0.03243,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,851,60XEKS9015,1,K15 SILVERADO 4WD,T,364,N,366,,,,,,102,L6,4,2,5500,9.7,3.42,24.9,N,,1,31,32,1087537,61,C,,,0.024,0.52,528,0,,16.8,43.4,0.6144,0.03243,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,851,60XEKS9015,2,K15 SILVERADO 4WD,T,364,N,366,,,,,,102,L6,4,2,6000,9.7,3.42,24.9,N,,1,3,32,1087524,61,H,,,0.007,0.15,328,,,26.6,43.67,0.6155,0.03211,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,851,60XEKS9015,2,K15 SILVERADO 4WD,T,364,N,366,,,,,,102,L6,4,2,6000,9.7,3.42,24.9,N,,1,31,32,1087523,61,C,,,0.024,0.52,528,0,,16.6,43.67,0.6155,0.03211,7.26,0.5449,0.02557,2,9GMXT06.0382,8,0
2009,40,GENERAL MOTORS,860,53XECR7162,73,C1500 TAHOE 2WD,T,325,Y,310,,,,,,102,L4,R,2,5500,9.9,3.73,30.7,N,,1,3,32,1087499,61,H,,,0.017,0.51,333,,,26.3,43.66,0.8388,0.02622,13.94,0.7214,0.01948,20,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,860,53XECR7162,73,C1500 TAHOE 2WD,T,325,Y,310,,,,,,102,L4,R,2,5500,9.9,3.73,30.7,N,,1,31,32,1087498,61,C,,,0.062,1.08,522,0.02,,17.3,43.66,0.8388,0.02622,13.94,0.7214,0.01948,20,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,861,53XEKP8268,13,C1500 TAHOE 2WD,T,325,Y,310,,,,,,102,L4,R,2,5500,9.9,3.73,30.7,N,,1,3,32,1087486,38,H,,,0.031,0.52,345,,,18.6,43.66,0.8388,0.02622,9.15,1.3425,0.02298,20,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,861,53XEKP8268,13,C1500 TAHOE 2WD,T,325,Y,310,,,,,,102,L4,R,2,5500,9.9,3.73,30.7,N,,1,31,32,1087487,38,C,,,0.032,0.72,498,0.02,,12.7,43.66,0.8388,0.02622,9.15,1.3425,0.02298,20,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,862,53XECP9013,15,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,22.7,N,,1,3,32,1088506,61,H,,,0.025,0.34,313,,,29.7,30.98,1.0043,0.02084,20.58,0.5586,0.02382,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,862,53XECP9013,15,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,22.7,N,,1,31,32,1088505,61,C,,,0.039,0.4,508,0.01,,18.3,30.98,1.0043,0.02084,20.58,0.5586,0.02382,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,862,53XECP9013,16,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,23.4,N,,1,3,32,1088508,61,H,,,0.025,0.34,313,,,29.5,32.35,0.9657,0.02134,20.58,0.5586,0.02382,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,862,53XECP9013,16,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,23.4,N,,1,31,32,1088507,61,C,,,0.039,0.4,508,0.01,,18.3,32.35,0.9657,0.02134,20.58,0.5586,0.02382,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,863,53XECP9060,1,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,22.7,N,,1,3,32,1088501,38,H,,,0.003,0.06,291,,,22.9,30.98,1.0043,0.02084,13.76,0.5876,0.02366,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,863,53XECP9060,1,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,22.7,N,,1,31,32,1088502,38,C,,,0.033,0.57,487,0.01,,13.7,30.98,1.0043,0.02084,13.76,0.5876,0.02366,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,863,53XECP9060,2,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,23.4,N,,1,3,32,1088503,38,H,,,0.003,0.06,291,,,22.7,32.35,0.9657,0.02134,13.76,0.5876,0.02366,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,863,53XECP9060,2,C1500 TAHOE XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5500,9.9,3.08,23.4,N,,1,31,32,1088504,38,C,,,0.033,0.57,487,0.01,,13.6,32.35,0.9657,0.02134,13.76,0.5876,0.02366,23,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,870,29XETP9605,2,COLORADO 2WD,T,178,N,190,,,,,,105,M5,R,2,3750,10,3.73,33.9,N,,5,3,32,1087709,61,H,,,0.003,0.3,271,,,33.5,11.22,0.665,0.03034,-0.63,0.6509,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,870,29XETP9605,2,COLORADO 2WD,T,178,N,190,,,,,,105,M5,R,2,3750,10,3.73,33.9,N,,5,31,32,1087708,61,C,,,0.039,1.31,406,0.01,,22.7,11.22,0.665,0.03034,-0.63,0.6509,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,870,29XETP9605,4,COLORADO 2WD,T,178,N,190,,,,,,105,M5,R,2,3875,10,3.73,33.9,N,,5,3,32,1087713,61,H,,,0.003,0.3,271,,,33.8,12.15,0.6677,0.02807,-0.63,0.6509,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,870,29XETP9605,4,COLORADO 2WD,T,178,N,190,,,,,,105,M5,R,2,3875,10,3.73,33.9,N,,5,31,32,1087712,61,C,,,0.039,1.31,406,0.01,,22.5,12.15,0.6677,0.02807,-0.63,0.6509,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,871,29XETP9605,0,COLORADO 4WD,T,178,N,190,,,,,,105,M5,4,2,4250,10,3.73,31.6,N,,5,3,31,1087697,61,H,A,0.61,0.003,0.3,271,,,32.7,13.39,0.8915,0.02702,-0.63,0.6309,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,871,29XETP9605,0,COLORADO 4WD,T,178,N,190,,,,,,105,M5,4,2,4250,10,3.73,31.6,N,,5,31,31,1087648,61,C,A,0.61,0.039,1.31,406,0.01,,21.7,13.39,0.8915,0.02702,-0.63,0.6309,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,871,29XETP9605,1,COLORADO 4WD,T,178,N,190,,,,,,105,M5,4,2,4250,10,3.73,31.6,N,,2,3,32,1087707,61,H,A,0.39,0.003,0.3,271,,,32.7,13.39,0.8915,0.02702,-0.63,0.6509,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,871,29XETP9605,1,COLORADO 4WD,T,178,N,190,,,,,,105,M5,4,2,4250,10,3.73,31.6,N,,2,31,32,1087706,61,C,A,0.39,0.039,1.31,406,0.01,,21.7,13.39,0.8915,0.02702,-0.63,0.6509,0.0266,2A,9GMXT02.9189,4,0
2009,40,GENERAL MOTORS,872,53XECP9013,12,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,23.4,N,,1,3,32,1087724,61,H,,,0.026,0.33,325,,,28.8,30.32,0.9619,0.02432,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,872,53XECP9013,12,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,23.4,N,,1,31,32,1087723,61,C,,,0.023,0.52,523,0,,18,30.32,0.9619,0.02432,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,872,53XECP9013,13,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,22.7,N,,1,3,32,1087728,61,H,,,0.026,0.33,325,,,28.9,29.08,0.9977,0.02446,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,872,53XECP9013,13,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,22.7,N,,1,31,32,1087727,61,C,,,0.023,0.52,523,0,,18.1,29.08,0.9977,0.02446,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,873,53XECP9013,12,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,23.4,N,,1,3,32,1087722,38,H,,,0.009,0.12,309,,,21.6,30.32,0.9619,0.02432,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,873,53XECP9013,12,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,23.4,N,,1,31,32,1087721,38,C,,,0.033,0.56,502,0.01,,13.5,30.32,0.9619,0.02432,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,873,53XECP9013,13,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,22.7,N,,1,3,32,1087726,38,H,,,0.009,0.12,309,,,21.7,29.08,0.9977,0.02446,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,40,GENERAL MOTORS,873,53XECP9013,13,C15 SILVERADO XFE 2WD,T,325,N,320,,,,,,102,L6,R,2,5250,9.9,3.08,22.7,N,,1,31,32,1087725,38,C,,,0.033,0.56,502,0.01,,13.5,29.08,0.9977,0.02446,27.59,0.1591,0.02912,25A,9GMXT05.3373,8,0
2009,70,ASTON MARTIN,1,HTFB207,0,DBS COUPE,C,362,N,510,,,,,,102,M6,R,2,4500,10.7,3.7,35.9,N,,1,3,1,1080898,61,H,,,0.003,0,390,,,22.9,43.17,0.7502,0.0163,22.55,0.2993,0.0189,AM08/,9ASXV05.9VH1,12,
2009,70,ASTON MARTIN,1,HTFB207,0,DBS COUPE,C,362,N,510,,,,,,102,M6,R,2,4500,10.7,3.7,35.9,N,,1,21,1,1080897,61,C,,,0.029,0.17,651,0.04,,13.7,43.17,0.7502,0.0163,22.55,0.2993,0.0189,AM08/,9ASXV05.9VH1,12
2009,70,ASTON MARTIN,2,106CP101,0,DB9,C,362,N,470,,,,,,102,M6,R,2,4500,10.7,3.54,34.9,N,,1,3,1,1083619,61,H,,,0,0.02,378,,,23.7,39.5,0.8444,0.0119,19.11,0.432,0.0147,AM09/,9ASXV05.9VH1,12
2009,70,ASTON MARTIN,2,106CP101,0,DB9,C,362,N,470,,,,,,102,M6,R,2,4500,10.7,3.54,34.9,N,,1,21,1,1083618,61,C,,,0.018,0.13,649,0.02,,13.8,39.5,0.8444,0.0119,19.11,0.432,0.0147,AM09/,9ASXV05.9VH1,12
2009,70,ASTON MARTIN,3,136CP101,0,DB9,C,362,N,470,,,,,,102,S6,R,2,4500,10.7,3.15,28.6,N,,1,3,1,1083617,61,H,,,0.001,0,335,,,26.7,39.5,0.8444,0.0119,17.03,0.3786,0.016,AM09/,9ASXV05.9VH1,12
2009,70,ASTON MARTIN,3,136CP101,0,DB9,C,362,N,470,,,,,,102,S6,R,2,4500,10.7,3.15,28.6,N,,1,21,1,1083597,61,C,,,0.037,0.38,590,0.04,,15.1,39.5,0.8444,0.0119,17.03,0.3786,0.016,AM09/,9ASXV05.9VH1,12
2009,70,ASTON MARTIN,4,CP305,0,V8 VANTAGE,C,284,N,420,,,,,,102,M6,R,2,4000,11.3,3.91,38.6,N,,1,3,31,1087218,61,H,,,0.007,0.18,345,,,25.6,45.78,0.0008,0.0217,16.04,-0.5468,0.0262,AM07/,9ASXV04.7VH2,8
2009,70,ASTON MARTIN,4,CP305,0,V8 VANTAGE,C,284,N,420,,,,,,102,M6,R,2,4000,11.3,3.91,38.6,N,,1,21,31,1087217,61,C,,,0.038,0.74,588,0.02,,15,45.78,0.0008,0.0217,16.04,-0.5468,0.0262,AM07/,9ASXV04.7VH2,8
2009,70,ASTON MARTIN,5,HT111,0,V8 VANTAGE,C,284,N,420,,,,,,102,S6,R,2,4000,11.3,3.91,38.6,N,,1,3,31,1087704,61,H,,,0.016,0.35,315,,,28,45.78,0.0008,0.0217,15.21,-0.3083,0.0233,AM07/,9ASXV04.7VH2,8
2009,70,ASTON MARTIN,5,HT111,0,V8 VANTAGE,C,284,N,420,,,,,,102,S6,R,2,4000,11.3,3.91,38.6,N,,1,21,31,1087703,61,C,,,0.037,1.65,519,0.01,,17,45.78,0.0008,0.0217,15.21,-0.3083,0.0233,AM07/,9ASXV04.7VH2,8
2009,70,ASTON MARTIN,5,HT111,1,V8 VANTAGE,C,284,N,420,,,,,,102,S6,R,2,4000,11.3,3.91,38.6,N,,1,3,31,1087226,61,H,,,0.007,0.2,342,,,25.8,45.78,0.0008,0.0217,15.21,-0.3083,0.0233,AM07/,9ASXV04.7VH2,8
2009,70,ASTON MARTIN,5,HT111,1,V8 VANTAGE,C,284,N,420,,,,,,102,S6,R,2,4000,11.3,3.91,38.6,N,,1,21,31,1087225,61,C,,,0.023,0.72,587,0.02,,15,45.78,0.0008,0.0217,15.21,-0.3083,0.0233,AM07/,9ASXV04.7VH2,8
2009,70,ASTON MARTIN,6,304M2323,0,DBS COUPE,C,362,N,510,,,,,,102,S6,R,2,4500,10.7,3.46,31.2,N,,1,3,31,1088450,61,H,,,0.004,0.02,358,,,24.7,43.17,0.7502,0.0163,17.4,0.227,0.0209,AM08/,9ASXV05.9VH1,12
